CompanyName,Address,Phone,Email,link
Shiva Shikhar Multipurpose Cooperative Ltd.,kausaltar bhaktapur,016635262,shivashikharho@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shiva-shikhar-multipurpose-cooperative-ltd.
Santi Ganesh Saving & Credit Cooperative Ltd.,"sagarmatha chowk , kapan , kathmandu",018410018,shantiganesh73@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/santi-ganesh-saving-&-credit-cooperative-ltd.
Sana Gharelu  Saving & Credit Cooperative Ltd.,"shesnarayad -3 pharping ,kathmandu",014710612,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sana-gharelu-saving-&-credit-cooperative-ltd.
Samuhik Saving & Credit Cooperative Ltd.,"bhaktapur -3, bolaxe",6613512,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/samuhik-saving-&-credit-cooperative-ltd.-1
Samayojan Biratnagar Saving &  Credit Cooperative Ltd.,Biratnagar - 13 roadshape chowk,021472494,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/samayojan-biratnagar-saving-&-credit-cooperative-ltd.
Sabal Mahila Multipurpose Cooperative Ltd.,panitanki kathmandu,019210299,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sabal-mahila-multipurpose-cooperative-ltd.
Ramkot Saving & Credit Cooperative Ltd.,nilkantha -8 sajutar dhading,010521133,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/ramkot-saving-&-credit-cooperative-ltd.-1
Rajshree Saving & Credit Cooperative Ltd .,"malangawa , sarlahi",046520433,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/rajshree-saving-&-credit-cooperative-ltd-.
Premium Saving & Credit Cooperative Ltd.,"Narayan  aarked , indrachowk , kathmandu",014228845,premiumsav@wlink.com.np,https://www.sahakariakhabar.com/cooperative-directory/premium-saving-&-credit-cooperative-ltd.
Prathiva Multipurpose Cooperative Ltd.,"thasikhel ,lalitpur",015193620,hamroprativa@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/prathiva-multipurpose-cooperative-ltd.
Padma Chakra  Saving & Credit Cooperative Ltd.,"Tokha , chandeshwori , kathmandu",015110049,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/padma-chakra-saving-&-credit-cooperative-ltd.
Om Tara Multipurpose Cooperative Ltd.,"Boudha ,Mahakal ,kathmandu",015178070,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/om-tara-multipurpose-cooperative-ltd.
New  Shikharapur Saving & Credit Cooperative Ltd.,"pharping, kathmandu",014710735,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/new-shikharapur-saving-&-credit-cooperative-ltd.
Naya gramin bikasa multipurpose Cooperative  Ltd.,"Sesnarayan -2 pharping, kathmandu",014710915,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/naya-gramin-bikasa-multipurpose-cooperative-ltd.
Navodaya  Multipurpose Cooperative Ltd.,"budanilkantha -12 ,kapan , kathmandu",014821106,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/navodaya-multipurpose-cooperative-ltd.
Munal  Saving & Credit Cooperative  Ltd.,"samakhushi ,kathmandu .",014951005,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/munal-saving-&-credit-cooperative-ltd.
Milijuli Saving & Credit Cooperative Ltd.,"bhimeshwor -6 charikot, dolkha",01421943,milijuli50.saccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/milijuli-saving-&-credit-cooperative-ltd.
Manaslu  multipurpose ltd,lalitpur -20 purdachandi  marg,015555269,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/manaslu-multipurpose-ltd
Life- vision saving & credit cooperative ltd,budanilkantha -4 kapan kathmandu,014812813,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/life--vision-saving-&-credit-cooperative-ltd
Laxmi Narayan Multipurpose Ltd.,mulpani -4 babachowk kathmandu,014160067,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/laxmi-narayan-multipurpose-ltd.
Kipulcha Saving & Credit  Cooperative Ltd.,Chandragiri -5 kathmandu,014314075,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kipulcha-saving-credit-cooperative-ltd
Karmath Saving & Credit Cooperative Ltd .,thamel kathmandu,014414872,karmathsahakari@live.com,https://www.sahakariakhabar.com/cooperative-directory/karmath-saving-&-credit-cooperative-ltd-.-1
kantibhairav saving & credit cooperative ltd,jorpati-7 kathmandu,014910959,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kantibhairav-saving-&-credit-cooperative-ltd
Kanjirowa Saving & Credit  Cooperative  Ltd.,kapan aadarshanagar kathmandu,014810821,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kanjirowa-saving-&-credit-cooperative-ltd.
kalyankari saving & credit cooperative ltd,Mahalaxmi municipality -5 lubu lalitpur,015580462,info@kalyankarisaccos.coop.np,https://www.sahakariakhabar.com/cooperative-directory/kalyankari-saving-&-credit-cooperative-ltd
jhamkeshwori saving &  credit  cooperative ltd,sesnarayan -2 nimdhoka  kathmandu,4710567,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/jhamkeshwori-saving-&-credit-cooperative-ltd
jeevandip  saving & credit  cooperative ltd,"indrachwok , kathmandu",015905923,mail@jeevaqndeepsaving.com,https://www.sahakariakhabar.com/cooperative-directory/jeevandip-saving-&-credit-cooperative-ltd
Janasachetan Saving & Credit Cooperative Ltd.,baiteshwor -5 kavre  dolakha,049411004,info@janasachetan.org.np,https://www.sahakariakhabar.com/cooperative-directory/janasachetan-saving-&-credit-cooperative-ltd.-1
Inivision saving & credit cooperative ltd,jorpati-7 utarkhel kathmandu,014913205,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/inivision-saving-&-credit-cooperative-ltd
Indreni  saving &  credit cooperative ltd,chandra giri  -5 kathmandu,014315344,indrenicooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/indreni-saving-credit-cooperative-ltd
home sahakari  cooperative ltd,",baneshwor ,battisputali ,kathmandu",014477898,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/home-sahakari-cooperative-ltd
Himshikhar multipurpose cooperative ltd,"madhyapur  thimi ,-15 gatthaghar , bhaktapur",5639454,info@himshikharcooperative.com.np,https://www.sahakariakhabar.com/cooperative-directory/himshikhar-multipurpose-cooperative-ltd-1
Himshikhar multipurpose cooperative ltd,"madhyapur  thimi ,-15 gatthaghar , bhaktapur",5639454,info@himshikharcooperative.com.np,https://www.sahakariakhabar.com/cooperative-directory/himshikhar-multipurpose-cooperative-ltd
hello nayan saving & credit cooperative ltd,lagankhel  lalitpur,4265811,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/hello-nayan-saving-&-credit-cooperative-ltd
hasana vastipur  saving & credit cooperative ltd,chandrajiri -12 balambu,014316173,hbsaccosb1@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/hasana-vastipur-saving-&-credit-cooperative-ltd
Hamro Saving & Credit Coopertative Ltd.,"Prabag pokhari , lalitpur",015545229,info@hamrosaccos.ccop.np,https://www.sahakariakhabar.com/cooperative-directory/hamro-saving-&-credit-coopertative-ltd.
Hamro Sahara Saving  &  Credit Cooperative Ltd.,"tokha ,shworshwoti -6 ,kathmandu",016215933,hamrosahara@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/hamro-sahara-saving-&-credit-cooperative-ltd.
Hamro Melmilap  Saving & Credit Coopewrative Ltd,Gothatar -8 kathmandu,4991087,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/hamro-melmilap-saving-&-credit-coopewrative-ltd
Guru saving & credit cooperative Ltd.,"lekhanath marj ,thamel kathmandu",4432701,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/guru-saving-&-credit-cooperative-ltd.
gurjudhara saving &credit cooperative ltd,"gurjudhara ,mahadevsthan-1 kathmandu",01314103,gurjudhara.sc@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/gurjudhara-saving-&credit-cooperative-ltd-1
gurjudhara saving &credit cooperative ltd,"gurjudhara ,mahadevsthan-1 kathmandu",01314103,gurjudhara.sc@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/gurjudhara-saving-&credit-cooperative-ltd
gothatar saving & credit cooperative ltd,"kajeshwori manahara ,mahantar , kathmandu",014993129,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/gothatar-saving-&-credit-cooperative-ltd
grand vision multipurpose cooperative ltd,Gokarneshwor -2 kathmandu,014800109,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/grand-vision-multipurpose-cooperative-ltd
Gorkha bikas  Saving & Credit Cooperative Ltd.,banepa kavrepalanchowk,011662831,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/gorkha-bikas-saving-&-credit-cooperative-ltd.
gamchha saving & credit cooperative ltd,gamcha bhaktapur,016639492,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/gamchha-saving-&-credit-cooperative-ltd
Dip prajaolan  saving & credit cooperative ltd,"sinamangal , kathmandu",4993414,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/dip-prajaolan-saving-&-credit-cooperative-ltd
Digo paryatan  saving& credit cooperative Ltd,"sorakhutte,kathmandu",014384377,digoparyatan@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/digo-paryatan-saving&-credit-cooperative-ltd
Divyashwori Saving& credit cooperative ltd,madyapur thimi ; lokanthali  bhaktapur,6634753,dibyashworibachat@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/divyashwori-saving&-credit-cooperative-ltd
Desire saving& credit cooperative ltd,kuleshwor -14 kathmandu,014287243,save4dfuture@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/desire-saving&-credit-cooperative-ltd
dakshin  barahi saving &credit cooperative ltd,dadhikot  bhaktapur,016634288,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/dakshin-barahi-saving-&credit-cooperative-ltd
China Trade Multipurpose Cooperative Ltd.,mahaboudha  kathmandu,017514002,info@chitcol.com,https://www.sahakariakhabar.com/cooperative-directory/china-trade-multipurpose-cooperative-ltd.
Chameli kalyankari saving&credit cooperative ltd,surya binayak -1 bhaktapur,015143014,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/chameli-kalyankari-saving&credit-cooperative-ltd
Capital Saving & Credit Coopereative Ltd.,Banepa -10 kavrepalanchwok,011662224,capitalsaving@live.com,https://www.sahakariakhabar.com/cooperative-directory/capital-saving-&-credit-coopereative-ltd.
Canon Saving & Credit Cooperative Ltd.,sanobhanjang  kathmandu,015249364,canonsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/canon-saving-&-credit-cooperative-ltd.
Brihaspati Saving & Credit Cooperative Ltd.,tokha road gangapu kathmandu,4356042,brihaspaticooperative@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/brihaspati-saving-&-credit-cooperative-ltd.
Bindabasini  Saving & credit cooperative ltd,panauti -10 khopasi  kavrepalanchowk,011660965,info@biscol.org.np,https://www.sahakariakhabar.com/cooperative-directory/bindabasini-saving-&-credit-cooperative-ltd
Bhimeshwor Multipurpose Cooperative Ltd.,Tamakoshi gaupalika -1 bhirkot,049690635,bhimeshworcooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bhimeshwor-multipurpose-cooperative-ltd.
Balkumari Saving & Credit Cooprative  Ltd,sankhadhar chowk  madhyapur thimi -13 bhaktapur,5093455,basic@mail.com.np,https://www.sahakariakhabar.com/cooperative-directory/balkumari-saving-&-credit-cooprative-ltd
Balambhu cheu saving & credit cooperative ltd,balambu kathmandu,4314844,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/balambhu-cheu-saving-credit-cooperative-ltd
Bagh  bhairav  saving & credit cooperative,Nayabazar  kritipur,433298,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bagh-bhairav-saving-&-credit-cooperative
Babiyakharka Saving & Credit Cooperative ltd,Om kareshwor  santinagar kathmandu,4108514,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/babiyakharka-saving-&-credit-cooperative-ltd
Artha Multipurpose Cooperative Ltd,Lagenkhel  Lalitpur,5540577,arthascc@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/artha-multipurpose-cooperative-ltd
Aavash Saving & Credit  Cooperative Ltd.,"Banepa,-8  Teendobato kavrepalanchowk",011440345,aabash-saccos@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/aavash-saving-&-credit-cooperative-ltd.
Aashraya Multipurpose Cooperative Ltd.,Tahachal chowk kathmandu,014278423,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/aashraya-multipurpose-cooperative-ltd.
Aarohan Saving & Credit Cooperative Ltd.,kapan -3 kathmandu,041810940,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/aarohan-saving-&-credit-cooperative-ltd.
Aam Sarokar  Multipurpose Cooperative Ltd,Dachinkali -3 farping kathmandu,014710077,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/aam-sarokar-multipurpose-cooperative-ltd
Paurakhi  Saving & Credit Coopretive Ltd,Kawaseti  nawalparasi,078541026,paurakhicooperative2067@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/paurakhi-saving-&-credit-coopretive-ltd
manjari  saving & credit cooperative ltd,lalitpur  satdobato,015552063,manjarimultipurposecoopl.t.d@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/manjari-saving-&-credit-cooperative-ltd
panas saving & credit cooperative ltd,gapali surya binayak  Bhaktapur,016617788,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/panas-saving-&-credit-cooperative-ltd
Kalyankari Saving and Credit Co-Operative Limited,"Mahalaxmi Muncipality -5, Lubhu Devisthan, Lalitpur",015580376,info@kalyankarisaccos.coop.np,https://www.sahakariakhabar.com/cooperative-directory/kalyankari-saving-and-credit-co-operative-limited
Laksha Saving & Credit Cooperative Ltd,"Dudhpati, 1 Bhaktapur Nepal",016612275,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/laksha-saving-&-credit-cooperative-ltd
Gyarko Saving &Credit Cooperative Ltd,Gwarko 17 Lalitpur,015201247,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/gyarko-saving-&credit-cooperative-ltd
Siddhidata Multipurpose Cooperative Ltd,"Mahalaxmi,18 Imadol Lalitpur",015204248,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/siddhidata-multipurpose-cooperative-ltd
Samudayik Saving & Credit Cooperative Society Ltd.,Panauti 4 Taukhal Kavre,011440286,info@samudayieksaccos.org.np,https://www.sahakariakhabar.com/cooperative-directory/samudayik-saving-&-credit-cooperative-society-ltd.
Bhwonsa Bikas Saving & Credit Co-operative ltd,"suryabinayak 6, Katunje Bhaktapur",015092827,bhwonsabikas.saving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bhwonsa-bikas-saving-&-credit-co-operative-ltd
Basanta Multipurpose Cooperative Ltd.,"Bahakhabazar,madhyapur Thimi 7 Bhaktapur",016638672,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/basanta-multipurpose-cooperative-ltd.
Binamra Multipurpose Cooperative Ltd.,"Kageshwori sansiti chowk, Kathmandu",015908089,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/binamra-multipurpose-cooperative-ltd.
Namaste saving & credit co-operative ltd,Mahalaxmi Imadol Lalitpur,015911455,namastesaving99@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/namaste-saving-&-credit-co-operative-ltd
Sahayogi Saving & Credit Cooperative Ltd,mahadevpatti 2 Kanchanpur,031560363,sahayogi.kanchanrup@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sahayogi-saving-&-credit-cooperative-ltd
Satungal saving and credit Cooperative Ltd,"Satungale, Kathmandu",014316389,satungalsaving2066@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/satungal-saving-and-credit-cooperative-ltd
Maruti Saving &Credit Co-operative ltd.,"Manbhawan, Lalitpur",015531962,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/maruti-saving-&credit-co-operative-ltd.
Quick Saving & Credit Co-operative ltd.,"Koteshwor, Kathmandu",014610615,quicksaving2076@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/quick-saving-&-credit-co-operative-ltd.
District Cooperative Union KTM,"Bijulibazar,Kathmandu",014783151,dristrictcoopunionktm@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/district-cooperative-union-ktm
Prime Multipurpose Co-Operative Ltd.,Bharatpur 3 Narayanghat chitwan,056595728,primecooperativechitwan@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/prime-multipurpose-co-operative-ltd.
Siddidata Bhagyalaxmi Saving And Credit Co-Operative Ltd,"kathmandu, Nepal",014150531,siddidata.multipurpose@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/siddidata-bhagyalaxmi-saving-and-credit-co-operative-ltd
District Cooperative Union Ltd,"Sallahaghari, Bhaktapur Nepal",016611228,dcubkt15@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/district-cooperative-union-ltd
Budol Samudayik Saving and Credit Cooperative Society.,"Budol, Banepa Kavrepalanchwok",011660564,info@budol.coop.np,https://www.sahakariakhabar.com/cooperative-directory/budol-samudayik-saving-and-credit-cooperative-society.
"Prithak Saving & Credit Cooperative ltd,",Branch Office kageshwori manohara 9 sunrisechowo Kathmandu,014601692,hamro.prithak1@gmail.com,"https://www.sahakariakhabar.com/cooperative-directory/prithak-saving-&-credit-cooperative-ltd,"
Anmol Saving & Credit Cooperative Ltd,"Suryabinayak, Bhaktapur, Nepal",016619973,anmolsaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/anmol-saving-&-credit-cooperative-ltd
Suryabinayak Multipurpose Cooperative Ltd,"Sallahaghari, Bhaktapur",016611150,sbmsavings@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/suryabinayak-multipurpose-cooperative-ltd
Shree Dahi Binayak Saving & Credit Cooperative Ltd.,"Sallahaghari, Bhaktapur",016616788,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/shree-dahi-binayak-saving-&-credit-cooperative-ltd.
Janapriya Saving & Credit Cooperative Ltd,kumaripati 5 Lalitpur,015544457,abinash.karki814@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/janapriya-saving-&-credit-cooperative-ltd
Bishnu Budhanilkantha Saving & Credit Cooperative,"Budhanilkantha , Kathmandu",014370899,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/bishnu-budhanilkantha-saving-&-credit-cooperative
Ittachhe Binayak Saving & Credit Cooperative Ltd,"Bhaktapur, Nepal",016612724,ittachhenbinayak@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/ittachhe-binayak-saving-&-credit-cooperative-ltd
Urbharbhumi Agriculture Cooperative Ltd,"Kalimati, Kathmandu Nepal",151652060,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/urbharbhumi-agriculture-cooperative-ltd
Aarohan Saving & Credit Cooperative Ltd,"Kapan, Kathmandu",014810940,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/aarohan-saving-&-credit-cooperative-ltd
Bhawani Aadeshwor Saving & Credit Cooperative Ltd,"Bhosikotole, Kathmandu",014259746,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/bhawani-aadeshwor-saving-&-credit-cooperative-ltd
Uttar Bahini Multipurpose Cooperative Ltd,Gokarneshwor 7 Kathmandu,014800993,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/uttar-bahini-multipurpose-cooperative-ltd
Kalki Saving & Credit Co Operative Ltd,Ratopul Kathmandu Nepal,014473807,kalki.saving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/kalki-saving-&-credit-co-operative-ltd
Hinchok Bhairav Saving & Credit Cooperative Ltd.,suryabinayak 4 Dhadhikot Bhaktapur,016638854,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/hinchok-bhairav-saving-&-credit-cooperative-ltd.
Panchamrit Saving & Credit  Credit Cooperative Socieety Ltd,Mahalaxmi Imadol Lalitpur,015201993,hamropanchamrit@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/panchamrit-saving-&-credit-credit-cooperative-socieety-ltd
Swadhan Saving & Credit Co-operative Ltd.,Mahalaxmi Imadol Lalitpur,015203010,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/swadhan-saving-&-credit-co-operative-ltd.
Dakshin barahi mahila Saving & Credit Cooperative Ltd.,"Suryabinayak, Dhadhikot, Bhaktapur",016634288,dbwsaccos2055@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/dakshin-barahi-mahila-saving-&-credit-cooperative-ltd.
Chhahari Saccos Chhahari Saving (छहारी साकोस),"Suryabinayak 4 dhadhikot Gamcha, Bhaktapur Nepal",016635758,chhaharisaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/chhahari-saccos-chhahari-saving-%28%E0%A4%9B%E0%A4%B9%E0%A4%BE%E0%A4%B0%E0%A5%80-%E0%A4%B8%E0%A4%BE%E0%A4%95%E0%A5%8B%E0%A4%B8%29
Musewan Mahila Agriculture Cooperative Ltd,"Mahalaxmi,7 changathali Lalitpur",015581456,muswan.cooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/musewan-mahila-agriculture-cooperative-ltd
Hatemalo Saving & Credit Cooperative Ltd.,"Katunje, Bhaktapur Nepal",015092414,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/hatemalo-saving-&-credit-cooperative-ltd.
Shree Barahi Saving & Credit Cooperative Society Ltd,"Bhalacha, Bhaktapur,Nepal",016611364,sbarahisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shree-barahi-saving-&-credit-cooperative-society-ltd
Prerak Saving & Credit Cooperative Ltd.,"Rammandir, Bhaktapur, Nepal",016620918,preraksaving516@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/prerak-saving-&-credit-cooperative-ltd.
Bhaktapur Tourism Development Saving & Credit Co-operative Ltd.,"Rammandir, Bhaktapur, Nepal",016614506,bkttourismsahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bhaktapur-tourism-development-saving-&-credit-co-operative-ltd.
Bhadgaun Multiple Cooperative ltd,"Suryabinayak, Bhaktapur, Nepal",015900674,bhadgauncooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bhadgaun-multiple-cooperative-ltd
Panchakanya Saving & Credit Co-operative Ltd.,"Newroad, Kathmandu Nepal",015360013,panchakanyasaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/panchakanya-saving-&-credit-co-operative-ltd.
Shrejana Saving & Credit Co operative ltd,"Balkot, Bhaktapur, Nepal",015639904,shrijanacooperative@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/shrejana-saving-&-credit-co-operative-ltd
Jagadamba Saving & Credit Co-operative Limited,"Suryabinayak, Bhaktapur, Nepal",016613728,jagadambacooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/jagadamba-saving-&-credit-co-operative-limited
Janahitkari Saving & Credit Copperative Ltd.,Birendranagar 4 Kalagaun,083521562,janahitkari2055@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/janahitkari-saving-credit-copperative-ltd
molung Saving & Credit Cooperative Ltd.,"Kausaltar, Bhaktapur",016639488,molungsaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/molung-saving-&-credit-cooperative-ltd.
Nawa Shree Mandap Saving & Credit Co-Operative Ltd.,"Gatthaghar, Bhaktapur",016639155,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/nawa-shree-mandap-saving-&-credit-co-operative-ltd.
Sitapaila Multipurpose Co-Operative Ltd.,"Sitapaila Kathmandu, Nepal",015376488,info@simcos.com.np,https://www.sahakariakhabar.com/cooperative-directory/sitapaila-multipurpose-co-operative-ltd.
Durga Bhawani Saving & Credit Cooperative Ltd.,"Dhumbarahi, Kathmandu Nepal",014437768,info@durgabhawani.com,https://www.sahakariakhabar.com/cooperative-directory/durga-bhawani-saving-&-credit-cooperative-ltd.
Panch Tara Saving & Credit Cooperative Ltd.,Purano sinamangle 32 Kathmandu Nepal,014990706,5starsahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/panch-tara-saving-&-credit-cooperative-ltd.
Royal Multipurpose Cooperative Society Limited,"Basundhara, Kathmandu Nepal",014964458,info.royalcooperativeltd@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/royal-multipurpose-cooperative-society-limited
Ugratirtha Saving & Credit Cooperative Ltd.,"Banepa, Kavrepalanchwok",011664027,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/ugratirtha-saving-&-credit-cooperative-ltd.
Agni Saving and Credit Co-operative Ltd,"Banepa, Kavrepalanchwok",011663523,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/agni-saving-and-credit-co-operative-ltd
Shuva Lav Saving & Credit Cooperative Ltd.,"Kuleshwor, Kathmandu Nepal",014301708,shuvalavcooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shuva-lav-saving-&-credit-cooperative-ltd.
Tapain Hamro Multipurpose Cooperative Ltd,"Nayanaikap, Kathmandu Nepal",014316000,cooptapainhamro@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/tapain-hamro-multipurpose-cooperative-ltd
Basaha Saving & Credit Cooperative Ltd.,"aloknagar gate, minbhawan Kathmandu Nepal",014106566,basccl@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/basaha-saving-&-credit-cooperative-ltd.
Shubhalabh Multipurpose Co-Operative Ltd,"satdobato, Lalitpur Nepal",015551590,shubha_mcl@ntc.net.np,https://www.sahakariakhabar.com/cooperative-directory/shubhalabh-multipurpose-co-operative-ltd
Zest Saving & Credit Cooperative Ltd.,"Gongabu, kathmandu Nepal",014388561,connect2zest@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/zest-saving-&-credit-cooperative-ltd.
Shukrapath Multipurpose Cooperative Ltd.,"Sahakari Bhawan, Pyukha-22, Newroad, Kathmandu",015713311,sukrapath@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shukrapath-multipurpose-cooperative-ltd.
Megadream Multipurpose Co-operative Ltd.,"machhapokhari, Balaju Kathmandu",014387615,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/megadream-multipurpose-co-operative-ltd.
Nagarik Bikash Saving & Credit Co-Oprative Ltd,"Kausaltar, Bhaktapur, Nepal",015639330,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/nagarik-bikash-saving-&-credit-co-oprative-ltd
Sahara Nepal Saving & Credit Cooperative Ltd.,"Charpane, Jhapa Nepal",023543408,charpane@saharanepal.coop.np,https://www.sahakariakhabar.com/cooperative-directory/sahara-nepal-saving-&-credit-cooperative-ltd.
Ime cooperative Ltd.,"kantipath, kathmandu",014239601,info@imecsl.com,https://www.sahakariakhabar.com/cooperative-directory/ime-cooperative-ltd.
